micRMS,lux,tMid,dT_tb,DOproxy,tds_mV,irObj,irAmb,airT,airRH,pressure_hPa,pump,manual_override,label
0.0,1496.0,23.38,0.06,8.43,377.0,26.35,24.45,24.8,64.0,1004.8,0.0,0.0,other
0.0,1496.0,23.44,0.0,8.42,378.0,26.35,24.43,24.8,63.0,1004.7,0.0,0.0,other
6.92,1495.5,23.38,0.06,8.43,372.0,26.35,24.45,24.8,63.0,1004.7,0.0,0.0,other
7.11,1496.4,23.38,0.06,8.43,372.0,26.41,24.45,24.8,62.0,1004.7,0.0,0.0,human-tap
0.0,1496.5,23.44,0.06,8.42,402.0,26.35,24.45,24.8,62.0,1004.7,0.0,0.0,other
0.0,1495.5,23.44,0.13,8.42,375.0,26.31,24.45,24.8,62.0,1004.7,0.0,0.0,other
0.0,1496.0,23.38,0.06,8.43,372.0,26.31,24.45,24.8,61.0,1004.7,0.0,0.0,other
0.0,1494.1,23.38,0.06,8.43,372.0,26.35,24.43,24.8,61.0,1004.7,0.0,0.0,other
0.0,1494.7,23.44,0.06,8.42,375.0,26.37,24.43,24.8,60.0,1004.7,0.0,0.0,other
0.0,1494.7,23.44,0.0,8.42,379.0,26.35,24.43,24.8,60.0,1004.7,0.0,0.0,other
0.0,1494.8,23.44,0.06,8.42,375.0,26.29,24.43,24.8,60.0,1004.7,0.0,0.0,other
0.0,1495.1,23.38,0.06,8.43,380.0,26.31,24.41,24.8,60.0,1004.7,0.0,0.0,other
0.0,1494.5,23.44,0.0,8.42,376.0,26.35,24.39,24.8,59.0,1004.7,0.0,0.0,other
5.97,1494.4,23.38,0.0,8.43,378.0,26.35,24.41,24.8,59.0,1004.7,0.0,0.0,other
0.0,1493.8,23.44,0.0,8.42,377.0,26.35,24.41,24.8,59.0,1004.7,0.0,0.0,other
0.0,1494.7,23.44,0.0,8.42,377.0,26.41,24.39,24.8,59.0,1004.8,0.0,0.0,other
0.0,1493.9,23.44,0.06,8.43,375.0,26.37,24.43,24.8,59.0,1004.8,0.0,0.0,other
6.69,1494.3,23.38,0.0,8.43,378.0,26.37,24.41,24.8,59.0,1004.7,0.0,0.0,other
0.0,1494.3,23.38,0.0,8.43,377.0,26.43,24.43,24.8,59.0,1004.7,0.0,0.0,other
0.0,1493.9,23.44,0.0,8.42,377.0,26.47,24.41,24.8,59.0,1004.7,0.0,0.0,other
0.0,1494.2,23.44,0.0,8.42,375.0,26.37,24.41,24.8,58.0,1004.8,0.0,0.0,other
0.0,1493.9,23.38,0.0,8.43,378.0,26.37,24.41,24.8,58.0,1004.8,0.0,0.0,other
7.78,1494.1,23.38,0.0,8.43,375.0,26.31,24.43,24.8,58.0,1004.8,0.0,0.0,other
6.07,1493.9,23.44,0.06,8.42,369.0,26.47,24.43,24.8,58.0,1004.7,0.0,0.0,human-tap
0.0,1493.0,23.44,0.06,8.42,376.0,26.49,24.43,24.8,58.0,1004.7,0.0,0.0,other
0.0,1492.6,23.38,0.0,8.43,380.0,26.41,24.41,24.8,58.0,1004.7,0.0,0.0,other
0.0,1493.9,23.44,0.06,8.42,380.0,26.41,24.41,24.8,58.0,1004.8,0.0,0.0,other
5.32,1493.0,23.38,0.06,8.43,370.0,26.41,24.41,24.8,58.0,1004.7,0.0,0.0,other
0.0,1492.5,23.44,0.06,8.42,376.0,26.41,24.37,24.8,58.0,1004.7,0.0,0.0,other
0.0,1492.2,23.38,0.06,8.43,382.0,26.47,24.41,24.8,57.0,1004.7,0.0,0.0,other
0.0,1493.0,23.44,0.06,8.42,378.0,26.47,24.37,24.8,57.0,1004.8,0.0,0.0,other
5.07,1493.3,23.44,0.06,8.42,380.0,26.47,24.37,24.8,57.0,1004.7,0.0,0.0,other
9.06,1491.0,23.38,0.06,8.43,378.0,26.55,24.41,24.8,57.0,1004.7,0.0,0.0,human-tap
0.0,1491.6,23.38,0.06,8.43,378.0,26.55,24.41,24.8,57.0,1004.7,0.0,0.0,other
9.55,1489.2,23.44,0.06,8.42,385.0,26.67,24.41,24.8,57.0,1004.7,0.0,0.0,other
10.38,152.6,23.44,0.06,8.42,385.0,26.61,24.39,24.8,57.0,1004.8,0.0,0.0,human-tap
6.35,185.9,23.38,0.0,8.43,369.0,26.53,24.37,24.8,57.0,1004.7,0.0,0.0,human-tap
0.0,189.8,23.44,0.06,8.42,375.0,26.31,24.35,24.8,57.0,1004.7,0.0,0.0,calm
0.0,189.8,23.44,0.06,8.42,375.0,26.41,24.41,24.8,57.0,1004.7,0.0,0.0,calm
6.57,190.1,23.44,0.06,8.42,365.0,26.43,24.39,24.8,57.0,1004.8,0.0,0.0,calm
0.0,189.8,23.38,0.0,8.43,383.0,26.43,24.37,24.8,57.0,1004.7,0.0,0.0,calm
0.0,190.0,23.44,0.06,8.43,385.0,26.41,24.39,24.8,57.0,1004.8,0.0,0.0,calm
5.29,189.8,23.38,0.06,8.44,378.0,26.47,24.37,24.8,57.0,1004.8,0.0,0.0,calm
10.05,189.7,23.38,0.0,8.43,372.0,26.47,24.37,24.8,57.0,1004.7,0.0,0.0,human-tap
0.0,189.8,23.38,0.0,8.43,356.0,26.47,24.37,24.8,57.0,1004.7,0.0,0.0,calm
7.08,189.9,23.44,0.06,8.42,377.0,26.47,24.41,24.8,57.0,1004.8,0.0,0.0,calm
90.56,189.7,23.44,0.0,8.42,374.0,26.47,24.33,24.8,57.0,1004.8,0.0,0.0,human-tap
7.69,189.8,23.44,0.06,8.42,372.0,26.37,24.33,24.8,57.0,1004.7,0.0,0.0,calm
5.4,188.9,23.44,0.06,8.42,371.0,26.47,24.33,24.8,57.0,1004.7,0.0,0.0,calm
0.0,189.0,23.38,0.0,8.43,383.0,26.47,24.35,24.8,57.0,1004.8,0.0,0.0,calm
0.0,189.0,23.38,0.06,8.43,368.0,26.49,24.37,24.8,57.0,1004.7,0.0,0.0,calm
6.93,189.0,23.38,0.0,8.43,377.0,26.49,24.31,24.8,57.0,1004.8,0.0,0.0,calm
0.0,189.0,23.44,0.0,8.42,369.0,26.49,24.35,24.8,57.0,1004.7,0.0,0.0,calm
0.0,189.1,23.38,0.06,8.43,404.0,26.49,24.33,24.8,57.0,1004.7,0.0,0.0,calm
0.0,189.0,23.44,0.06,8.42,376.0,26.49,24.33,24.8,57.0,1004.7,0.0,0.0,calm
0.0,189.2,23.44,0.0,8.42,379.0,26.47,24.29,24.8,57.0,1004.7,0.0,0.0,calm
0.0,188.9,23.38,0.0,8.43,382.0,26.53,24.31,24.8,57.0,1004.8,0.0,0.0,calm
0.0,188.9,23.38,0.0,8.43,383.0,26.49,24.35,24.8,57.0,1004.7,0.0,0.0,calm
5.16,188.9,23.38,0.0,8.43,367.0,26.49,24.35,24.8,57.0,1004.8,0.0,0.0,calm
0.0,188.8,23.44,0.06,8.43,379.0,26.47,24.31,24.8,57.0,1004.8,0.0,0.0,calm
0.0,188.9,23.44,0.0,8.42,395.0,26.47,24.31,24.8,57.0,1004.8,0.0,0.0,calm
6.7,188.8,23.38,0.0,8.43,382.0,26.47,24.29,24.8,57.0,1004.8,0.0,0.0,calm
0.0,188.7,23.38,0.06,8.43,379.0,26.47,24.33,24.8,57.0,1004.8,0.0,0.0,calm
90.7,188.8,23.38,0.06,8.43,372.0,26.53,24.31,24.8,57.0,1004.7,0.0,0.0,other
0.0,188.7,23.44,0.06,8.42,386.0,26.53,24.29,24.8,57.0,1004.7,0.0,0.0,calm
0.0,188.7,23.44,0.0,8.42,372.0,26.47,24.29,24.8,57.0,1004.8,0.0,0.0,calm
0.0,188.7,23.38,0.0,8.43,376.0,26.49,24.29,24.8,57.0,1004.8,0.0,0.0,calm
0.0,188.5,23.38,0.06,8.43,385.0,26.55,24.29,24.8,57.0,1004.7,0.0,0.0,calm
0.0,188.8,23.44,0.0,8.43,368.0,26.53,24.29,24.8,57.0,1004.8,0.0,0.0,calm
0.0,189.4,23.44,0.06,8.42,374.0,26.53,24.29,24.8,57.0,1004.7,0.0,0.0,calm
6.31,189.2,23.44,0.0,8.42,372.0,26.53,24.25,24.8,57.0,1004.7,0.0,0.0,calm
0.0,189.2,23.44,0.0,8.42,398.0,26.49,24.29,24.8,57.0,1004.8,0.0,0.0,calm
0.0,189.0,23.44,0.06,8.42,383.0,26.49,24.25,24.8,57.0,1004.7,0.0,0.0,calm
5.09,189.0,23.38,0.06,8.43,370.0,26.49,24.31,24.7,57.0,1004.7,0.0,0.0,calm
0.0,189.0,23.44,0.0,8.42,385.0,26.41,24.23,24.8,57.0,1004.7,0.0,0.0,calm
0.0,188.9,23.44,0.06,8.42,375.0,26.53,24.23,24.8,57.0,1004.8,0.0,0.0,calm
0.0,188.8,23.44,0.06,8.42,378.0,26.47,24.29,24.8,57.0,1004.7,0.0,0.0,calm
128.08,188.7,23.38,0.06,8.43,356.0,26.53,24.25,24.8,57.0,1004.7,0.0,0.0,other
0.0,188.6,23.38,0.06,8.43,383.0,26.49,24.25,24.8,57.0,1004.7,0.0,0.0,calm
8.44,188.6,23.44,0.0,8.42,368.0,26.49,24.29,24.7,57.0,1004.7,0.0,0.0,calm
0.0,188.6,23.44,0.06,8.42,368.0,26.49,24.25,24.7,57.0,1004.7,0.0,0.0,calm
0.0,188.6,23.38,0.06,8.43,375.0,26.55,24.31,24.7,57.0,1004.7,0.0,0.0,calm
0.0,188.4,23.44,0.06,8.42,372.0,26.47,24.23,24.7,57.0,1004.8,0.0,0.0,calm
0.0,188.7,23.44,0.06,8.42,370.0,26.43,24.23,24.7,57.0,1004.8,0.0,0.0,calm
5.19,188.4,23.44,0.06,8.42,371.0,26.49,24.29,24.7,57.0,1004.8,0.0,0.0,calm
0.0,188.5,23.44,0.06,8.42,370.0,26.47,24.25,24.8,57.0,1004.7,0.0,0.0,calm
0.0,188.3,23.38,0.06,8.43,382.0,26.55,24.23,24.7,57.0,1004.8,0.0,0.0,calm
0.0,188.4,23.44,0.06,8.42,368.0,26.43,24.23,24.7,57.0,1004.7,0.0,0.0,calm
0.0,188.4,23.44,0.0,8.42,375.0,26.53,24.25,24.7,57.0,1004.8,0.0,0.0,calm
7.7,188.2,23.44,0.0,8.42,380.0,26.49,24.23,24.7,57.0,1004.8,0.0,0.0,calm
0.0,188.2,23.44,0.0,8.42,381.0,26.53,24.25,24.7,57.0,1004.8,0.0,0.0,calm
5.86,188.1,23.38,0.06,8.43,385.0,26.49,24.25,24.7,57.0,1004.7,0.0,0.0,calm
0.0,188.1,23.38,0.06,8.43,403.0,26.55,24.25,24.7,57.0,1004.8,0.0,0.0,calm
0.0,188.1,23.44,0.06,8.42,396.0,26.43,24.23,24.7,57.0,1004.7,0.0,0.0,calm
90.58,188.0,23.44,0.0,8.42,367.0,26.49,24.21,24.7,57.0,1004.7,0.0,0.0,other
0.0,188.2,23.44,0.0,8.42,370.0,26.49,24.25,24.7,57.0,1004.7,0.0,0.0,calm
7.5,187.9,23.38,0.06,8.43,371.0,26.49,24.25,24.7,57.0,1004.8,0.0,0.0,calm
0.0,187.9,23.38,0.0,8.43,370.0,26.53,24.23,24.7,57.0,1004.7,0.0,0.0,calm
0.0,187.9,23.44,0.0,8.42,391.0,26.47,24.21,24.7,57.0,1004.8,0.0,0.0,calm
5.23,187.9,23.44,0.06,8.42,377.0,26.43,24.25,24.7,57.0,1004.8,0.0,0.0,calm
0.0,187.9,23.44,0.0,8.42,382.0,26.49,24.21,24.7,57.0,1004.7,0.0,0.0,calm
5.69,187.8,23.38,0.0,8.43,372.0,26.49,24.21,24.7,57.0,1004.8,0.0,0.0,calm
8.29,187.7,23.44,0.06,8.42,372.0,26.53,24.21,24.7,57.0,1004.8,0.0,0.0,human-tap
0.0,187.7,23.38,0.06,8.44,391.0,26.53,24.21,24.7,58.0,1004.8,0.0,0.0,calm
0.0,187.7,23.44,0.0,8.42,369.0,26.47,24.21,24.7,58.0,1004.7,0.0,0.0,calm
5.77,187.7,23.44,0.06,8.42,377.0,26.49,24.23,24.7,58.0,1004.7,0.0,0.0,calm
5.53,187.6,23.38,0.0,8.43,378.0,26.43,24.25,24.7,58.0,1004.8,0.0,0.0,human-tap
0.0,187.7,23.38,0.06,8.43,377.0,26.49,24.19,24.7,58.0,1004.8,0.0,0.0,calm
0.0,187.5,23.38,0.0,8.43,377.0,26.55,24.21,24.7,58.0,1004.7,0.0,0.0,calm
0.0,187.3,23.38,0.0,8.43,388.0,26.43,24.23,24.7,58.0,1004.7,0.0,0.0,calm
89.87,187.8,23.44,0.0,8.42,377.0,26.53,24.21,24.7,58.0,1004.7,0.0,0.0,other
0.0,187.7,23.44,0.06,8.42,353.0,26.43,24.21,24.7,58.0,1004.8,0.0,0.0,calm
0.0,187.4,23.38,0.0,8.43,377.0,26.55,24.19,24.7,58.0,1004.7,0.0,0.0,calm
0.0,187.4,23.44,0.0,8.43,377.0,26.49,24.19,24.7,58.0,1004.8,0.0,0.0,calm
0.0,187.3,23.38,0.0,8.43,371.0,26.53,24.19,24.7,58.0,1004.7,0.0,0.0,calm
0.0,187.3,23.38,0.06,8.43,376.0,26.43,24.19,24.7,58.0,1004.8,0.0,0.0,calm
0.0,187.4,23.44,0.0,8.42,378.0,26.47,24.19,24.7,59.0,1004.7,0.0,0.0,calm
0.0,187.3,23.38,0.0,8.43,380.0,26.49,24.19,24.7,59.0,1004.8,0.0,0.0,calm
0.0,187.3,23.38,0.06,8.43,378.0,26.49,24.19,24.7,59.0,1004.7,0.0,0.0,calm
0.0,187.0,23.38,0.06,8.43,390.0,26.53,24.19,24.7,59.0,1004.8,0.0,0.0,calm
0.0,187.0,23.44,0.06,8.42,372.0,26.47,24.19,24.7,59.0,1004.7,0.0,0.0,calm
0.0,187.1,23.44,0.06,8.42,375.0,26.53,24.19,24.7,58.0,1004.7,0.0,0.0,calm
0.0,186.9,23.44,0.06,8.42,376.0,26.43,24.19,24.7,58.0,1004.8,0.0,0.0,calm
0.0,187.0,23.44,0.06,8.42,381.0,26.47,24.17,24.7,58.0,1004.7,0.0,0.0,calm
0.0,186.9,23.44,0.06,8.42,370.0,26.53,24.21,24.7,58.0,1004.7,0.0,0.0,calm
0.0,187.0,23.38,0.0,8.43,377.0,26.47,24.19,24.7,58.0,1004.7,0.0,0.0,calm
0.0,187.0,23.38,0.0,8.43,371.0,26.59,24.17,24.7,58.0,1004.7,0.0,0.0,calm
0.0,186.9,23.38,0.06,8.43,393.0,26.49,24.21,24.7,58.0,1004.7,0.0,0.0,calm
0.0,186.8,23.44,0.06,8.42,382.0,26.47,24.19,24.7,58.0,1004.8,0.0,0.0,calm
0.0,186.6,23.44,0.0,8.42,378.0,26.47,24.19,24.7,58.0,1004.7,0.0,0.0,calm
0.0,186.7,23.38,0.0,8.43,377.0,26.49,24.17,24.7,58.0,1004.7,0.0,0.0,calm
0.0,186.6,23.44,0.0,8.42,381.0,26.43,24.19,24.7,57.0,1004.8,0.0,0.0,calm
0.0,186.6,23.38,0.06,8.43,375.0,26.49,24.21,24.7,57.0,1004.8,0.0,0.0,calm
0.0,186.5,23.44,0.06,8.42,370.0,26.53,24.15,24.7,57.0,1004.7,0.0,0.0,calm
90.59,186.5,23.44,0.06,8.42,379.0,26.53,24.19,24.7,57.0,1004.7,0.0,0.0,other
0.0,186.5,23.44,0.0,8.42,371.0,26.53,24.21,24.7,57.0,1004.7,0.0,0.0,calm
0.0,186.4,23.44,0.06,8.42,382.0,26.49,24.17,24.7,57.0,1004.7,0.0,0.0,calm
0.0,186.3,23.44,0.06,8.42,390.0,26.49,24.17,24.7,57.0,1004.7,0.0,0.0,calm
0.0,186.4,23.44,0.06,8.42,383.0,26.47,24.17,24.7,57.0,1004.7,0.0,0.0,calm
90.57,186.2,23.38,0.0,8.44,378.0,26.49,24.17,24.7,57.0,1004.8,0.0,0.0,other
0.0,186.2,23.44,0.0,8.42,375.0,26.47,24.17,24.7,57.0,1004.7,0.0,0.0,calm
0.0,186.1,23.44,0.06,8.42,371.0,26.49,24.15,24.7,57.0,1004.8,0.0,0.0,calm
0.0,186.2,23.44,0.06,8.42,377.0,26.53,24.19,24.7,57.0,1004.8,0.0,0.0,calm
0.0,185.9,23.38,0.06,8.43,371.0,26.53,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,185.9,23.38,0.13,8.43,393.0,26.43,24.19,24.7,57.0,1004.7,0.0,0.0,calm
0.0,186.2,23.38,0.06,8.43,377.0,26.43,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,186.0,23.44,0.0,8.43,379.0,26.47,24.17,24.7,57.0,1004.8,0.0,0.0,calm
0.0,185.9,23.44,0.0,8.42,372.0,26.53,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,186.0,23.38,0.0,8.43,368.0,26.47,24.17,24.7,57.0,1004.7,0.0,0.0,calm
0.0,185.7,23.44,0.0,8.42,379.0,26.47,24.17,24.7,57.0,1004.8,0.0,0.0,calm
0.0,185.8,23.44,0.0,8.42,378.0,26.49,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,185.6,23.44,0.06,8.42,380.0,26.49,24.17,24.7,57.0,1004.7,0.0,0.0,calm
0.0,185.6,23.44,0.0,8.42,385.0,26.47,24.17,24.7,57.0,1004.8,0.0,0.0,calm
0.0,185.5,23.44,0.0,8.42,394.0,26.47,24.17,24.7,57.0,1004.8,0.0,0.0,calm
0.0,185.6,23.38,0.0,8.44,380.0,26.43,24.17,24.7,57.0,1004.8,0.0,0.0,calm
0.0,185.4,23.38,0.06,8.43,385.0,26.53,24.17,24.7,57.0,1004.8,0.0,0.0,calm
0.0,185.4,23.38,0.06,8.43,391.0,26.47,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,185.6,23.38,0.06,8.43,390.0,26.41,24.15,24.7,57.0,1004.8,0.0,0.0,calm
0.0,185.4,23.38,0.06,8.43,372.0,26.55,24.17,24.7,57.0,1004.7,0.0,0.0,calm
5.61,184.6,23.44,0.06,8.42,377.0,26.53,24.17,24.7,57.0,1004.7,0.0,0.0,calm
0.0,184.7,23.44,0.0,8.42,383.0,26.49,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,184.4,23.38,0.0,8.43,380.0,26.55,24.17,24.7,57.0,1004.7,0.0,0.0,calm
0.0,184.6,23.38,0.06,8.44,375.0,26.53,24.17,24.7,57.0,1004.8,0.0,0.0,calm
0.0,184.5,23.38,0.06,8.44,372.0,26.53,24.15,24.7,57.0,1004.8,0.0,0.0,calm
5.18,184.4,23.38,0.0,8.43,375.0,26.49,24.13,24.6,57.0,1004.8,0.0,0.0,calm
0.0,184.4,23.44,0.0,8.42,383.0,26.53,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,184.6,23.38,0.0,8.43,383.0,26.49,24.15,24.7,57.0,1004.8,0.0,0.0,calm
0.0,184.6,23.44,0.0,8.43,383.0,26.55,24.15,24.7,57.0,1004.8,0.0,0.0,calm
5.08,184.3,23.44,0.13,8.42,385.0,26.49,24.17,24.6,57.0,1004.7,0.0,0.0,calm
0.0,184.4,23.38,0.0,8.43,371.0,26.47,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,184.4,23.44,0.0,8.42,360.0,26.49,24.13,24.7,57.0,1004.7,0.0,0.0,calm
0.0,184.6,23.38,0.06,8.43,391.0,26.59,24.15,24.6,57.0,1004.7,0.0,0.0,calm
0.0,184.4,23.38,0.0,8.43,369.0,26.53,24.13,24.7,57.0,1004.7,0.0,0.0,calm
0.0,184.2,23.38,0.0,8.43,377.0,26.53,24.17,24.6,57.0,1004.7,0.0,0.0,calm
0.0,184.3,23.44,0.0,8.42,371.0,26.49,24.17,24.6,57.0,1004.8,0.0,0.0,calm
5.96,184.4,23.44,0.06,8.42,385.0,26.53,24.17,24.6,57.0,1004.8,0.0,0.0,calm
0.0,184.6,23.44,0.0,8.42,377.0,26.47,24.15,24.6,57.0,1004.7,0.0,0.0,calm
0.0,184.3,23.38,0.0,8.43,388.0,26.53,24.13,24.6,57.0,1004.7,0.0,0.0,calm
7.98,184.5,23.44,0.06,8.42,380.0,26.47,24.15,24.6,57.0,1004.8,0.0,0.0,calm
0.0,184.4,23.44,0.06,8.43,371.0,26.53,24.11,24.6,57.0,1004.8,0.0,0.0,calm
5.52,184.4,23.44,0.0,8.42,372.0,26.49,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,184.3,23.44,0.0,8.42,377.0,26.43,24.15,24.6,57.0,1004.7,0.0,0.0,calm
0.0,184.2,23.38,0.06,8.43,383.0,26.53,24.15,24.6,57.0,1004.7,0.0,0.0,calm
0.0,184.4,23.44,0.06,8.42,385.0,26.47,24.15,24.6,57.0,1004.7,0.0,0.0,calm
0.0,184.2,23.38,0.06,8.43,368.0,26.47,24.15,24.6,57.0,1004.8,0.0,0.0,calm
5.75,184.1,23.38,0.06,8.43,377.0,26.49,24.15,24.6,57.0,1004.7,0.0,0.0,calm
5.05,184.0,23.44,0.0,8.42,380.0,26.49,24.13,24.6,57.0,1004.7,0.0,0.0,human-tap
0.0,184.1,23.44,0.0,8.43,382.0,26.53,24.15,24.6,57.0,1004.8,0.0,0.0,calm
9.04,183.9,23.38,0.0,8.43,383.0,26.53,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,183.9,23.38,0.0,8.43,374.0,26.49,24.15,24.6,57.0,1004.7,0.0,0.0,calm
0.0,183.9,23.44,0.06,8.42,380.0,26.53,24.15,24.7,57.0,1004.7,0.0,0.0,calm
0.0,183.8,23.44,0.0,8.42,400.0,26.53,24.15,24.6,57.0,1004.7,0.0,0.0,calm
6.96,183.8,23.38,0.06,8.43,369.0,26.49,24.17,24.6,57.0,1004.7,0.0,0.0,calm
0.0,183.7,23.44,0.06,8.42,369.0,26.53,24.15,24.6,57.0,1004.7,0.0,0.0,calm
0.0,183.6,23.38,0.0,8.43,399.0,26.47,24.11,24.6,57.0,1004.7,0.0,0.0,calm
0.0,183.7,23.44,0.0,8.42,375.0,26.47,24.15,24.6,57.0,1004.6,0.0,0.0,calm
0.0,183.6,23.38,0.0,8.43,378.0,26.53,24.15,24.6,57.0,1004.7,0.0,0.0,calm
5.29,183.5,23.44,0.0,8.42,370.0,26.49,24.15,24.6,57.0,1004.8,0.0,0.0,calm
0.0,183.5,23.44,0.06,8.42,355.0,26.49,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,183.5,23.38,0.06,8.43,371.0,26.53,24.15,24.6,57.0,1004.7,0.0,0.0,calm
5.98,183.5,23.38,0.06,8.43,385.0,26.47,24.15,24.6,57.0,1004.7,0.0,0.0,calm
5.16,183.6,23.38,0.06,8.43,394.0,26.47,24.11,24.6,58.0,1004.7,0.0,0.0,human-tap
0.0,183.6,23.38,0.06,8.43,382.0,26.49,24.13,24.6,58.0,1004.7,0.0,0.0,calm
5.34,183.5,23.44,0.0,8.42,371.0,26.41,24.15,24.6,58.0,1004.7,0.0,0.0,calm
90.74,183.5,23.44,0.0,8.42,348.0,26.49,24.13,24.7,58.0,1004.7,0.0,0.0,human-tap
90.65,183.4,23.44,0.06,8.42,361.0,26.53,24.15,24.6,58.0,1004.7,0.0,0.0,human-tap
5.8,183.3,23.38,0.0,8.43,377.0,26.47,24.11,24.6,58.0,1004.7,0.0,0.0,calm
0.0,183.4,23.44,0.0,8.42,356.0,26.43,24.11,24.6,58.0,1004.8,0.0,0.0,calm
0.0,183.3,23.44,0.0,8.43,377.0,26.49,24.15,24.6,58.0,1004.8,0.0,0.0,calm
0.0,183.3,23.44,0.06,8.42,365.0,26.53,24.11,24.6,58.0,1004.7,0.0,0.0,calm
0.0,183.4,23.38,0.06,8.43,393.0,26.43,24.11,24.6,58.0,1004.8,0.0,0.0,calm
5.01,183.3,23.38,0.06,8.43,378.0,26.49,24.13,24.6,58.0,1004.7,0.0,0.0,calm
0.0,183.2,23.38,0.0,8.43,377.0,26.53,24.15,24.7,58.0,1004.8,0.0,0.0,calm
0.0,183.3,23.44,0.0,8.42,374.0,26.47,24.13,24.6,58.0,1004.8,0.0,0.0,calm
0.0,183.4,23.44,0.0,8.42,353.0,26.49,24.13,24.6,58.0,1004.8,0.0,0.0,calm
0.0,183.1,23.38,0.06,8.43,377.0,26.49,24.15,24.6,58.0,1004.7,0.0,0.0,calm
5.69,183.2,23.38,0.0,8.43,378.0,26.47,24.15,24.6,58.0,1004.8,0.0,0.0,calm
0.0,183.2,23.44,0.0,8.42,372.0,26.53,24.15,24.6,58.0,1004.7,0.0,0.0,calm
90.61,183.1,23.44,0.06,8.42,379.0,26.49,24.15,24.6,58.0,1004.8,0.0,0.0,other
0.0,183.0,23.44,0.06,8.42,351.0,26.47,24.13,24.6,58.0,1004.7,0.0,0.0,calm
0.0,183.1,23.44,0.06,8.42,386.0,26.49,24.13,24.6,58.0,1004.7,0.0,0.0,calm
0.0,183.1,23.38,0.06,8.43,379.0,26.47,24.13,24.6,57.0,1004.6,0.0,0.0,calm
0.0,183.1,23.38,0.06,8.43,380.0,26.47,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,183.1,23.44,0.06,8.42,367.0,26.49,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,183.0,23.44,0.06,8.42,382.0,26.43,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,182.9,23.44,0.0,8.42,377.0,26.49,24.13,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.9,23.38,0.06,8.43,371.0,26.47,24.13,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.8,23.44,0.0,8.42,390.0,26.43,24.13,24.6,58.0,1004.8,0.0,0.0,calm
0.0,182.8,23.38,0.0,8.43,381.0,26.49,24.09,24.6,57.0,1004.7,0.0,0.0,calm
0.0,182.8,23.44,0.06,8.42,393.0,26.53,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,182.9,23.44,0.0,8.42,338.0,26.53,24.11,24.6,57.0,1004.7,0.0,0.0,calm
0.0,182.8,23.44,0.06,8.42,386.0,26.49,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,182.8,23.38,0.06,8.43,372.0,26.53,24.15,24.6,57.0,1004.7,0.0,0.0,calm
0.0,182.7,23.38,0.06,8.43,361.0,26.49,24.11,24.6,57.0,1004.7,0.0,0.0,calm
0.0,182.8,23.44,0.0,8.42,383.0,26.49,24.13,24.6,57.0,1004.7,0.0,0.0,calm
0.0,182.8,23.44,0.0,8.42,372.0,26.53,24.09,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.8,23.38,0.06,8.43,377.0,26.47,24.15,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.8,23.44,0.0,8.42,377.0,26.47,24.13,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.8,23.38,0.0,8.43,394.0,26.49,24.11,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.8,23.44,0.0,8.42,357.0,26.47,24.11,24.6,58.0,1004.8,0.0,0.0,calm
0.0,182.8,23.38,0.06,8.43,382.0,26.47,24.11,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.7,23.38,0.06,8.43,372.0,26.47,24.13,24.6,58.0,1004.8,0.0,0.0,calm
0.0,182.6,23.44,0.0,8.42,359.0,26.43,24.11,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.6,23.44,0.0,8.43,385.0,26.43,24.11,24.6,58.0,1004.8,0.0,0.0,calm
0.0,182.5,23.44,0.06,8.42,380.0,26.53,24.13,24.6,58.0,1004.8,0.0,0.0,calm
0.0,182.5,23.44,0.06,8.42,376.0,26.47,24.13,24.6,58.0,1004.7,0.0,0.0,calm
0.0,182.5,23.44,0.0,8.42,385.0,26.53,24.15,24.6,58.0,1004.8,0.0,0.0,calm
0.0,182.5,23.44,0.0,8.42,382.0,26.43,24.13,24.6,58.0,1004.7,0.0,0.0,calm
